Day,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,6,0,0,0,1,1,3,3,4,5,5,7,7,6,5,5,4,3,4,4,4,5,5,6,7,7,7,7,7,6,5,8,7,11,11,11,10,10,10,10,10,8,7,6,5,3,4,4,6,7,7,7,8,8,8,8,8,8,8,9,8,8,6,5,5,5,7,9,9,9,9,12,10,11,11,10,10,10,10,9,9,9,8,8,6,5,5,6,5,6,6,6,6,8,8,8,8,8,7,7,7,7,7,7,6,6,6,8,8,8,8,8,7,7,6,6,7,7,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,4,5,5,5,5,5,5,6,7,7,7,7,7,1,1,1,1,1,1,1,1,1,2,2,5,6,8,9,9,9,11,14,15,14,14,13,11,11,10,9,9,9,9,9,7,8,10,8,8,9,9,10,11,11,11,9,9,9,9,10,10,9,10,10,11,11,10,9,7,6,5,6,6,7,8,8,8,8,7,8,8,6,6,6,6,5,6,6,6,6,5,6,4,4,4,5,5,6,6,7,7,6,6,7,6,6,8,7,8,8,8,7,5,6,6,5,5,5,4,5,6,6,6,6,6,6,6,7,6,6,6,6,6,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,5,5,6,9,9,9,9,9,9,4,1,1,1,1,1,1,1,1,2,2,3,3,3,3,2,2,2,2,2,3,4,4,5,5,6,6,5,4,3,4,5,5,5,6,7,7,7,7,6,4,4,6,5,5,6,6,7,8,8,9,10,11,11,10,10,9,8,8,8,10,9,7,7,11,12,13,13,13,13,12,11,12,12,10,10,9,9,8,7,7,7,8,8,8,9,9,10,10,10,10,9,15,15,15,15,14,14,14,15,17,17,16,13,13,13,13,11,9,9,11,10,7,7,7,6,6,6,5,6,5,5,5,5,5,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,4,4,4,4,4,4,6,6,6,6,6,7,7,7,8,8,9,9,8,3,2,2,2,2,1,4,5,5,5,5,5,5,4,5,4,4,4,3,5,7,7,6,6,6,6,6,6,6,4,2,2,2,4,4,5,5,6,7,7,8,8,9,9,11,11,12,12,12,13,16,16,15,15,13,12,10,10,9,6,6,6,8,8,7,9,8,7,8,9,10,11,10,11,9,9,10,9,8,7,7,7,7,8,9,9,8,7,7,7,7,6,5,6,6,6,7,7,7,7,7,9,9,9,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,5,5,6,6,7,7,7,6,6,6,6,6,6,5,5,5,5,5,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,5,5,6,6,6,6,6,7,7,7,7,6,0,0,0,1,1,1,1,2,2,2,2,3,4,4,4,4,5,5,4,5,5,6,5,5,4,5,5,5,5,5,6,5,5,5,5,5,5,5,5,4,6,7,8,8,8,9,9,9,10,12,13,11,10,10,10,6,5,5,5,5,5,4,4,4,2,3,3,3,4,3,3,3,3,3,4,5,7,5,5,5,5,6,6,6,6,6,5,5,5,5,5,4,6,6,6,5,5,6,5,5,6,6,7,7,7,7,8,8,8,8,8,8,8,8,8,6,3,3,4,4,3,3,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,5,5,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,6,7,7,7,7,7,7,4,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,3,3,4,4,5,5,5,5,5,5,5,5,5,6,6,7,7,6,5,5,6,6,5,7,6,6,6,6,7,8,8,10,10,10,9,8,8,8,8,9,9,9,8,8,8,8,9,9,8,8,9,10,10,9,9,9,8,7,5,5,4,4,3,3,2,3,4,4,4,4,4,4,4,5,5,5,5,4,4,4,3,3,3,3,3,3,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,4,4,4,5,6,8,8,8,8,8,8,8,8,6,1,1,1,1,1,1,2,2,2,2,2,3,3,3,2,2,2,3,3,4,4,5,5,5,4,4,5,5,5,5,7,7,7,7,7,7,8,7,7,7,8,8,8,9,9,9,8,10,10,12,12,12,12,13,14,14,15,15,15,14,12,12,12,9,6,6,5,5,6,6,6,7,7,8,8,10,10,9,9,8,10,10,10,12,12,12,12,11,11,11,11,10,11,11,10,9,10,10,10,9,9,9,9,9,11,11,10,10,12,12,13,12,12,12,13,14,13,14,14,13,12,12,12,12,12,10,9,8,8,8,8,7,7,7,6,6,6,6,6,6,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,5,6,6,6,6,6,7,7,7,7,7,4,1,1,1,1,1,1,1,2,2,3,3,5,5,5,6,7,7,7,9,8,8,7,7,7,7,7,7,7,8,8,7,6,8,9,9,9,8,9,9,9,10,10,11,11,11,10,10,10,10,10,10,10,9,9,8,10,12,12,12,13,10,10,10,10,10,10,10,11,11,11,10,10,10,9,9,9,9,9,10,10,10,10,10,10,11,11,11,10,10,10,12,12,12,12,12,10,10,9,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,5,5,5,5,5,5,4,3,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,6,7,7,7,7,7,7,5,0,1,2,3,3,3,5,5,5,5,5,6,6,8,9,9,9,9,10,11,10,9,9,9,8,5,5,5,5,5,5,6,6,6,5,5,5,6,8,8,8,10,11,12,12,13,12,12,11,11,10,9,9,10,10,11,10,11,11,10,10,10,13,13,12,12,12,13,12,12,12,13,14,14,13,14,13,13,12,12,15,16,16,16,16,15,15,15,14,13,11,10,10,10,10,11,11,11,11,10,10,10,11,10,11,13,13,13,12,12,11,11,9,9,9,9,8,8,7,6,5,5,4,4,4,4,5,6,6,6,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,4,4,4,4,4,4,4,4,5,6,6,6,6,4,1,1,2,2,2,2,3,3,4,4,5,6,7,7,6,6,4,3,4,4,4,4,4,4,3,3,4,5,5,5,5,7,7,9,10,11,10,11,10,10,10,11,10,9,10,10,11,10,10,10,10,12,12,11,12,13,13,13,13,13,12,13,12,12,11,11,11,11,11,11,11,10,11,11,11,11,11,12,12,11,11,9,9,9,9,10,11,11,12,12,11,10,11,11,11,11,11,11,11,11,12,11,12,12,11,11,11,11,11,11,10,10,10,10,11,10,11,11,10,9,9,8,8,8,8,7,7,7,6,6,6,6,6,6,6,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,4,4,4,6,7,8,9,9,9,9,2,3,3,4,4,4,4,4,4,5,4,5,6,6,6,7,8,8,7,8,7,6,6,6,6,8,9,8,8,8,8,8,8,8,9,9,10,10,11,11,11,10,11,9,9,9,9,9,12,12,13,13,13,14,14,16,15,15,14,14,12,11,11,10,8,9,9,9,8,9,9,9,8,9,10,10,10,10,10,11,11,10,9,10,9,9,9,9,7,6,6,6,5,5,5,5,4,4,4,4,5,5,5,5,5,3,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,6,7,7,7,7,7,7,7,7,7,5,0,0,0,0,0,1,2,4,6,6,6,6,6,7,7,5,6,5,6,7,7,7,8,9,8,9,10,9,9,9,8,9,8,7,8,8,9,8,9,9,10,10,13,13,15,14,14,14,15,16,16,15,13,12,12,12,12,12,11,11,11,10,10,10,10,11,11,12,13,13,13,13,15,15,15,14,14,13,13,15,15,13,13,12,12,13,12,13,12,12,12,13,11,11,12,13,11,10,10,11,11,11,10,9,9,9,10,8,8,9,8,8,8,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,3,3,3,3,3,4,4,6,6,7,7,7,8,8,8,9,7,3,2,2,2,2,2,2,2,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,10,11,11,11,11,12,12,11,11,11,10,8,8,9,9,9,9,9,9,8,7,7,7,7,8,8,8,9,9,11,11,10,10,10,10,10,10,10,10,9,9,9,8,8,8,8,8,9,10,10,9,9,10,11,12,12,12,12,10,9,9,9,8,8,7,7,6,6,6,6,6,5,5,6,6,7,7,7,7,8,7,6,6,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,6,6,6,6,6,6,6,6,6,4,0,1,1,1,1,1,1,1,2,3,4,4,5,6,7,9,9,10,10,12,12,10,10,10,9,10,10,10,10,9,9,9,8,8,9,9,9,10,10,10,9,9,11,11,11,11,11,10,10,10,8,9,10,10,9,10,10,11,11,11,11,11,8,7,7,7,7,6,5,5,6,7,7,6,5,5,5,6,6,9,9,10,9,10,10,10,10,10,10,9,9,8,7,6,6,7,7,7,7,7,8,6,6,6,7,7,7,8,8,9,9,8,8,8,8,8,7,7,5,5,5,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,4,4,4,4,4,4,4,4,5,5,5,6,7,8,8,8,2,3,2,2,2,2,2,3,4,5,5,5,8,8,9,10,14,13,13,13,11,10,10,11,10,8,9,8,7,7,7,6,5,8,8,8,7,7,7,8,8,8,8,8,7,7,7,6,6,6,7,7,7,8,10,11,11,11,12,12,11,12,12,11,11,11,12,11,10,10,9,9,9,9,9,9,9,10,9,9,9,9,8,8,8,7,7,7,7,7,7,7,8,8,8,8,8,7,7,9,10,9,9,9,9,8,8,8,8,8,8,8,7,6,6,6,6,6,6,4,4,4,4,4,4,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,6,6,7,7,7,7,7,8,8,8,10,10,10,8,4,2,3,3,3,3,3,3,3,5,7,7,7,7,7,6,6,5,6,6,6,6,7,7,7,7,9,8,9,8,8,8,8,8,6,7,7,7,6,7,7,8,8,7,7,7,7,7,6,5,5,5,10,10,12,12,12,12,12,12,12,12,12,11,9,10,10,10,11,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,8,11,12,12,12,11,11,11,12,12,12,12,10,9,9,9,8,6,6,6,6,6,6,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,4,6,6,6,6,6,6,6,7,7,3,1,1,1,1,1,1,1,1,1,3,4,4,4,4,5,5,5,5,6,5,5,7,7,7,7,7,7,7,8,8,8,8,6,6,6,7,8,9,8,8,9,9,9,10,11,11,11,14,15,15,15,16,16,16,15,14,15,13,12,10,8,8,8,8,8,9,9,9,10,11,11,11,10,10,10,10,11,11,11,13,12,14,14,14,14,15,16,16,15,15,13,12,10,9,9,9,9,9,9,9,10,9,10,10,10,11,11,10,10,11,11,10,11,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,6,6,6,6,6,6,6,6,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,5,5,5,5,5,5,5,5,6,6,4,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,6,6,7,5,5,5,5,5,6,7,6,8,10,10,9,9,10,10,10,9,7,8,6,8,8,8,8,8,8,8,8,9,8,8,8,8,9,10,11,11,11,12,12,12,11,9,8,8,8,7,7,7,8,8,7,7,7,8,8,8,8,9,9,8,8,8,9,9,9,9,9,9,9,9,8,8,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,5,5,4,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,5,6,6,6,7,7,9,9,9,9,9,9,9,9,9,6,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,2,2,2,2,2,4,6,6,7,9,10,11,11,10,9,8,8,6,6,7,8,8,8,8,8,8,8,8,13,13,12,15,15,15,15,16,16,15,14,13,9,8,7,6,7,4,5,5,6,6,6,7,10,10,9,9,9,9,8,8,8,8,8,8,8,9,10,10,11,11,11,12,12,12,10,7,7,6,6,6,6,6,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,4,4,4,4,5,5,5,5,6,6,7,7,8,7,2,1,2,2,2,2,2,2,2,3,3,4,4,4,4,3,4,4,4,5,4,4,5,5,5,5,7,6,6,7,8,8,9,11,11,11,11,11,11,12,14,15,15,13,14,15,14,15,12,12,10,10,10,10,10,10,10,9,10,9,10,10,11,11,11,13,13,13,12,13,14,14,14,13,14,14,13,13,13,12,10,9,8,8,5,6,7,7,7,7,7,6,6,6,6,7,8,8,8,8,8,8,8,8,8,8,7,6,6,6,6,6,6,7,7,7,7,7,7,7,6,6,6,6,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,4,5,5,5,6,6,6,6,6,6,6,6,5,1,0,0,0,0,0,0,1,2,3,3,7,8,8,10,10,10,10,9,9,9,9,8,7,7,7,7,9,9,9,8,7,6,6,6,6,5,7,7,7,8,9,10,10,10,10,9,9,9,11,11,11,9,9,8,8,7,6,6,6,9,9,9,9,9,9,9,9,9,8,8,7,6,6,6,5,4,4,4,4,4,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,5,5,5,5,5,6,7,8,8,9,9,9,9,9,8,1,1,1,2,2,2,3,3,3,6,8,9,9,10,10,11,13,13,13,13,13,11,11,11,11,12,13,13,12,10,10,11,12,11,9,11,11,9,7,7,8,8,10,10,10,10,10,10,10,9,9,9,9,11,11,12,13,12,13,13,14,13,11,13,12,12,11,11,11,11,11,11,11,10,10,10,9,9,9,9,11,11,12,12,11,11,11,9,9,9,9,9,9,9,10,11,11,11,11,11,12,11,12,12,12,11,11,11,10,10,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
